"id","icf_master_id"
4293,"86943431C"
4294,"86965662F"
4295,"87056180G"
4296,"87060668L"
4297,"87082873L"
4298,"87085597J"
4299,"87086273J"
4300,"87108989F"
4301,"87127655G"
4302,"87159429G"
4303,"87221721C"
4304,"87236995E"
4305,"87283751B"
4306,"87289142B"
4307,"87290290L"
4308,"87301589G"
4309,"87315919B"
4310,"87381793K"
4311,"87389567G"
4312,"87390272A"
4313,"87403033C"
4314,"87419902F"
4315,"87465763F"
4316,"87516878C"
4317,"87523324K"
4318,"87581110J"
4319,"87586748B"
4320,"87609180E"
4321,"87623947F"
4322,"87631031L"
4323,"87653116L"
4324,"87662571H"
4325,"87684743L"
4326,"87685945H"
4327,"87721561J"
4328,"87732912B"
4329,"87742008K"
4330,"87753244C"
4331,"87775297H"
4332,"87775830J"
4333,"87777501K"
4334,"87780894E"
4335,"87804250F"
4336,"87831400L"
4337,"87833565B"
4338,"87838352C"
4339,"87849938A"
4340,"87874563H"
4341,"87879543J"
4342,"87910273B"
4343,"87915425G"
4344,"87919536H"
4345,"87929902H"
4346,"87959922B"
4347,"87964361F"
4348,"88052480E"
4349,"88069844B"
4350,"88076369E"
4351,"88139273E"
4352,"88152323A"
4353,"88175391H"
4354,"88176812B"
4355,"88183624F"
4356,"88208184L"
4357,"88219526L"
4358,"88223363L"
4359,"88252934E"
4360,"88276333C"
4361,"88279570K"
4362,"88285127E"
4363,"88285934E"
4364,"88304399H"
4365,"88323788E"
4366,"88324087A"
4367,"88341604F"
4368,"88343168L"
4369,"88345591B"
4370,"88371183E"
4371,"88371445K"
4372,"88376397G"
4373,"88396993B"
4374,"88411811K"
4375,"88435104E"
4376,"88456388H"
4377,"88458110B"
4378,"88470736J"
4379,"88472433J"
4380,"88484443J"
4381,"88486239H"
4382,"88501431K"
4383,"88504252H"
4384,"88511905B"
4385,"88531901E"
4386,"88544404E"
4387,"88557141B"
4388,"88559580K"
4389,"88591220E"
4390,"88613159B"
4391,"88617285B"
4392,"88638327B"
4393,"88644455A"
4394,"88678289K"
4395,"88685341E"
4396,"88763509H"
4397,"88802396H"
4398,"88806843L"
4399,"88845626B"
4400,"88881777F"
4401,"88883230H"
4402,"88886020A"
4403,"88911577H"
4404,"88917380C"
4405,"88920263F"
4406,"88962098H"
4407,"88967758H"
4408,"88973481F"
4409,"89020180C"
4410,"89026309L"
4411,"89034766L"
4412,"89046396J"
4413,"89051669F"
4414,"89076683L"
4415,"89107201F"
4416,"89115024A"
4417,"89124415H"
4418,"89140944B"
4419,"89182107F"
4420,"89197969H"
4421,"89222583B"
4422,"89251020E"
4423,"89261399E"
4424,"89269949H"
4425,"89278196F"
4426,"89285697A"
4427,"89293380H"
4428,"89321561J"
4429,"89338623C"
4430,"89394565J"
4431,"89421096J"
4432,"89432483J"
4433,"89452718F"
4434,"89459604J"
4435,"89462620G"
4436,"89469236G"
4437,"89469838G"
4438,"89524554H"
4439,"89585347G"
4440,"89602894A"
4441,"89634910K"
4442,"89635419E"
4443,"89637002G"
4444,"89693770B"
4445,"89707529E"
4446,"89710611J"
4447,"89718252H"
4448,"89740469L"
4449,"89762568G"
4450,"89787170B"
4451,"89791875K"
4452,"89810280H"
4453,"89810531B"
4454,"89818336C"
4455,"89819965J"
4456,"89852994C"
4457,"89861838J"
4458,"89862992E"
4459,"89878488F"
4460,"89884507L"
4461,"89890555E"
4462,"89913674G"
4463,"89937552C"
4464,"89960427J"
4465,"89975059A"
4466,"89975247G"
4467,"89982094B"
4468,"89983565B"
4469,"89995697A"
4470,"90014189F"
4471,"90094067B"
4472,"90129136B"
4473,"90171361H"
4474,"90186426F"
4475,"90188878J"
4476,"90201763K"
4477,"90211008G"
4478,"90215534B"
4479,"90221263J"
4480,"90249005B"
4481,"90298753G"
4482,"90307786K"
4483,"90311628C"
4484,"90321596E"
4485,"90331129F"
4486,"90343675G"
4487,"90370157F"
4488,"90384570C"
4489,"90391870J"
4490,"90394620E"
4491,"90396146H"
4492,"90403564J"
4493,"90407565C"
4494,"90435721G"
4495,"90468605F"
4496,"90472612B"
4497,"90483418B"
4498,"90491991C"
4499,"90524869G"
4500,"90536957F"
4501,"90538783B"
4502,"90614624H"
4503,"90637519K"
4504,"90649775L"
4505,"90652446A"
4506,"90666846G"
4507,"90672992C"
4508,"90674281G"
4509,"90683666H"
4510,"90702278E"
4511,"90707767E"
4512,"90713522J"
4513,"90718397K"
4514,"90735474L"
4515,"90744621J"
4516,"90775617C"
4517,"90797771G"
4518,"90825197J"
4519,"90826475J"
4520,"90830001L"
4521,"90845290L"
4522,"90866957C"
4523,"90881190H"
4524,"90949812F"
4525,"91073662H"
4526,"91083159C"
4527,"91089091G"
4528,"91125793L"
4529,"91156655C"
4530,"91170087B"
4531,"91172773B"
4532,"91193630C"
4533,"91216600E"
4534,"91221028L"
4535,"91229177F"
4536,"91234968F"
4537,"91248465L"
4538,"91249569E"
4539,"91257768L"
4540,"91266021B"
4541,"91268042F"
4542,"91275247G"
4543,"91285350J"
4544,"91300090H"
4545,"91324725B"
4546,"91336286F"
4547,"91402602K"
4548,"91416979F"
4549,"91425673E"
4550,"91431669L"
4551,"91432750J"
4552,"91479565A"
4553,"91512438G"
4554,"91522871G"
4555,"91542430C"
4556,"91557179C"
4557,"91573898K"
4558,"91598772H"
4559,"91606815C"
4560,"91622907C"
4561,"91632727G"
4562,"91639537G"
4563,"91642586E"
4564,"91646561H"
4565,"91656934J"
4566,"91672431G"
4567,"91681029A"
4568,"91686781H"
4569,"91711165G"
4570,"91715099B"
4571,"91735918J"
4572,"91741855C"
4573,"91775338G"
4574,"91778932A"
4575,"91785852E"
4576,"91800591L"
4577,"91824771L"
4578,"91826152A"
4579,"91842234E"
4580,"91859472B"
4581,"91885701G"
4582,"91895989A"
4583,"91912383C"
4584,"91924269A"
4585,"91938027J"
4586,"91952311G"
4587,"91978443E"
4588,"92026099B"
4589,"92032938C"
4590,"92037661A"
4591,"92046808B"
4592,"92055089C"
4593,"92063511G"
4594,"92070412J"
4595,"92079131K"
4596,"92096986G"
4597,"92102692J"
4598,"92120825E"
4599,"92168517J"
4600,"92171831H"
4601,"92214542G"
4602,"92218823E"
4603,"92227251K"
4604,"92234490L"
4605,"92237252K"
4606,"92263525C"
4607,"92284487K"
4608,"92313888F"
4609,"92358790B"
4610,"92476019H"
4611,"92478879H"
4612,"92503406J"
4613,"92531333G"
4614,"92544717G"
4615,"92569031J"
4616,"92588857C"
4617,"92620320K"
4618,"92649123A"
4619,"92653828J"
4620,"92673572B"
4621,"92742910F"
4622,"92775583H"
4623,"92785625H"
4624,"92793768E"
4625,"92798090C"
4626,"92805390H"
4627,"92839522F"
4628,"92843952A"
4629,"92853499B"
4630,"92857211G"
4631,"92888792E"
4632,"92897702F"
4633,"92961167J"
4634,"92976414C"
4635,"93017278B"
4636,"93084291F"
4637,"93099939B"
4638,"93105735G"
4639,"93120149L"
4640,"93121794H"
4641,"93172423G"
4642,"93174290E"
4643,"93199490A"
4644,"93203558E"
4645,"93210472K"
4646,"93219679F"
4647,"93256313H"
4648,"93268129H"
4649,"93274846L"
4650,"93326972J"
4651,"93372363C"
4652,"93404220C"
4653,"93408334C"
4654,"93439981H"
4655,"93448465E"
4656,"93465822J"
4657,"93474134B"
4658,"93481414C"
4659,"93490717C"
4660,"93500444E"
4661,"93550402F"
4662,"93552175B"
4663,"93596840K"
4664,"93633893A"
4665,"93639523C"
4666,"93670531F"
4667,"93726793C"
4668,"93732105H"
4669,"93745065G"
4670,"93773968A"
4671,"93795849A"
4672,"93807249K"
4673,"93831390K"
4674,"93848065E"
4675,"93859880F"
4676,"93860277F"
4677,"93862444K"
4678,"93863702F"
4679,"93866464F"
4680,"93872335C"
4681,"93899771L"
4682,"93909434L"
4683,"93948737A"
4684,"93957292H"
4685,"93975102C"
4686,"93983536C"
4687,"93999717F"
4688,"94007179B"
4689,"94143993F"
4690,"94218023J"
4691,"94228636F"
4692,"94239970B"
4693,"94246324C"
4694,"94267484A"
4695,"94284149G"
4696,"94284591C"
4697,"94290158F"
4698,"94291385J"
4699,"94335748E"
4700,"94373258J"
4701,"94382280K"
4702,"94384130A"
4703,"94399976A"
4704,"94414588G"
4705,"94420624G"
4706,"94431610H"
4707,"94431664E"
4708,"94433424E"
4709,"94450988J"
4710,"94478482C"
4711,"94481286C"
4712,"94494891F"
4713,"94499105G"
4714,"94513653F"
4715,"94565027C"
4716,"94582452L"
4717,"94613160H"
4718,"94642848J"
4719,"94644255J"
4720,"94700071A"
4721,"94737894J"
4722,"94744087G"
4723,"94765583G"
4724,"94783122C"
4725,"94792977K"
4726,"94793024H"
4727,"94797600H"
4728,"94799032G"
4729,"94810907H"
4730,"94839727E"
4731,"94848934E"
4732,"94859063A"
4733,"94907788A"
4734,"94985933K"
4735,"94997441J"
4736,"95026715G"
4737,"95060503F"
4738,"95066843J"
4739,"95101947A"
4740,"95111300F"
4741,"95117066G"
4742,"95120645K"
4743,"95183867J"
4744,"95187191L"
4745,"95190451F"
4746,"95198119J"
4747,"95216604J"
4748,"95218318G"
4749,"95237756F"
4750,"95274517A"
4751,"95295780E"
4752,"95318641B"
4753,"95360523G"
4754,"95413973L"
4755,"95458806E"
4756,"95486225G"
4757,"95520347E"
4758,"95546074A"
4759,"95569771J"
4760,"95570330A"
4761,"95576246F"
4762,"95617957J"
4763,"95652406J"
4764,"95666868A"
4765,"95683383L"
4766,"95687465C"
4767,"95694974L"
4768,"95731049A"
4769,"95765141K"
4770,"95816366C"
4771,"95836659G"
4772,"95837243J"
4773,"95855520L"
4774,"95865450K"
4775,"95904922C"
4776,"95905589C"
4777,"95918631K"
4778,"95946484L"
4779,"95983197J"
4780,"96019149L"
4781,"96019332L"
4782,"96025125K"
4783,"96046415G"
4784,"96058957J"
4785,"96092769C"
4786,"96103498C"
4787,"96135181F"
4788,"96147355H"
4789,"96180300E"
4790,"96185227F"
4791,"96210758K"
4792,"96238953L"
4793,"96248074C"
4794,"96255759F"
4795,"96256202H"
4796,"96288084J"
4797,"96293657B"
4798,"96340704B"
4799,"96356705L"
4800,"96360067E"
4801,"96383307B"
4802,"96383943B"
4803,"96390974E"
4804,"96410014E"
4805,"96419033B"
4806,"96460434K"
4807,"96475118B"
4808,"96478480C"
4809,"96480274C"
4810,"96504110F"
4811,"96540000F"
4812,"96546270L"
4813,"96547988H"
4814,"96598613E"
4815,"96615569B"
4816,"96644102A"
4817,"96645016E"
4818,"96666047F"
4819,"96676133B"
4820,"96697894H"
4821,"96704704B"
4822,"96728311L"
4823,"96735829E"
4824,"96740811F"
4825,"96742328E"
4826,"96749275B"
4827,"96751437A"
4828,"96792270A"
4829,"96793956A"
4830,"96795919J"
4831,"96910407H"
4832,"96911529K"
4833,"96917470G"
4834,"96923990L"
4835,"96935895K"
4836,"96967681K"
4837,"96988155B"
4838,"97016474H"
4839,"97017848H"
4840,"97025670H"
4841,"97054287H"
4842,"97065593K"
4843,"97132662C"
4844,"97158478B"
4845,"97214994J"
4846,"97229995C"
4847,"97230035L"
4848,"97231612E"
4849,"97240470G"
4850,"97270805K"
4851,"97273762B"
4852,"97284218L"
4853,"97420579G"
4854,"97432580K"
4855,"97457151E"
4856,"97460022C"
4857,"97472228B"
4858,"97498062G"
4859,"97519109L"
4860,"97522185L"
4861,"97538834L"
4862,"97552581F"
4863,"97612275E"
4864,"97647287C"
4865,"97662525A"
4866,"97675516C"
4867,"97686857A"
4868,"97688369F"
4869,"97778088A"
4870,"97799857G"
4871,"97810453E"
4872,"97816730G"
4873,"97830311F"
4874,"97837318H"
4875,"97852264L"
4876,"97868068K"
4877,"97887590B"
4878,"97906548A"
4879,"97908958L"
4880,"97913178E"
4881,"97920504H"
4882,"97923621L"
4883,"97932905K"
4884,"97937116B"
4885,"97946313F"
4886,"97961210G"
4887,"98029435A"
4888,"98071145B"
4889,"98082618F"
4890,"98091929G"
4891,"98113452L"
4892,"98117162B"
4893,"98129861F"
4894,"98149396L"
4895,"98204850F"
4896,"98208170J"
4897,"98221489B"
4898,"98228010A"
4899,"98247104G"
4900,"98256132F"
4901,"98267061E"
4902,"98277370B"
4903,"98288995F"
4904,"98305741E"
4905,"98316205C"
4906,"98343174B"
4907,"98368587C"
4908,"98378760C"
4909,"98397160L"
4910,"98407296E"
4911,"98424882E"
4912,"98441227J"
4913,"98458655H"
4914,"98495546C"
4915,"98509647C"
4916,"98511051A"
4917,"98513946G"
4918,"98526830J"
4919,"98570848G"
4920,"98579627J"
4921,"98581415L"
4922,"98581746A"
4923,"98591723F"
4924,"98595667J"
4925,"98595783K"
4926,"98615768C"
4927,"98618151L"
4928,"98631423F"
4929,"98655577H"
4930,"98671881F"
4931,"98673000L"
4932,"98688164F"
4933,"98721223K"
4934,"98732825K"
4935,"98735856B"
4936,"98751997E"
4937,"98780143C"
4938,"98786562J"
4939,"98798973H"
4940,"98818067E"
4941,"98850012J"
4942,"98880970G"
4943,"98889119G"
4944,"98937777E"
4945,"98962335L"
4946,"99013957E"
4947,"99019269B"
4948,"99026087L"
4949,"99038403A"
4950,"99049560C"
4951,"99049731C"
4952,"99111127E"
4953,"99124041H"
4954,"99129566G"
4955,"99257369A"
4956,"99292555C"
4957,"99333240E"
4958,"99340330E"
4959,"99358024C"
4960,"99371156B"
4961,"99384596B"
4962,"99393227C"
4963,"99411528L"
4964,"99411549H"
4965,"99419372C"
4966,"99434070K"
4967,"99441657J"
4968,"99446872L"
4969,"99479016J"
4970,"99479134F"
4971,"99486969A"
4972,"99501362E"
4973,"99506926H"
4974,"99513506F"
4975,"99534068F"
4976,"99577208J"
4977,"99613698B"
4978,"99622237F"
4979,"99624390A"
4980,"99655559B"
4981,"99685175K"
4982,"99688749C"
4983,"99712072B"
4984,"99714009L"
4985,"99736210J"
4986,"99752779E"
4987,"99756709H"
4988,"99765618G"
4989,"99786484B"
4990,"99801809F"
4991,"99836772L"
4992,"99867941J"
4993,"99873772K"
4994,"99875467G"
4995,"99876322H"
4996,"99906614C"
4997,"99916631F"
4998,"99927608F"
4999,"99929093F"
5000,"99933562F"
5001,"99933579C"
